"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"02.08.2018 17:15 - 02.08.2018 17:30","71483","72888"
"02.08.2018 17:30 - 02.08.2018 17:45","71271","72934"
"02.08.2018 17:45 - 02.08.2018 18:00","71284","72772"
"02.08.2018 18:00 - 02.08.2018 18:15","70570","72326"
"02.08.2018 18:15 - 02.08.2018 18:30","70352","72092"
"02.08.2018 18:30 - 02.08.2018 18:45","70458","72092"
"02.08.2018 18:45 - 02.08.2018 19:00","70373","72183"
"02.08.2018 19:00 - 02.08.2018 19:15","70167","71690"
"02.08.2018 19:15 - 02.08.2018 19:30","69695","70764"
"02.08.2018 19:30 - 02.08.2018 19:45","69380","70483"
"02.08.2018 19:45 - 02.08.2018 20:00","68683","69841"
"02.08.2018 20:00 - 02.08.2018 20:15","67882","69097"
"02.08.2018 20:15 - 02.08.2018 20:30","67210","68171"
"02.08.2018 20:30 - 02.08.2018 20:45","66340","67536"
"02.08.2018 20:45 - 02.08.2018 21:00","65714","67131"
"02.08.2018 21:00 - 02.08.2018 21:15","65032","66844"
"02.08.2018 21:15 - 02.08.2018 21:30","64779","66710"
"02.08.2018 21:30 - 02.08.2018 21:45","64748","66418"
"02.08.2018 21:45 - 02.08.2018 22:00","64054","65757"
"02.08.2018 22:00 - 02.08.2018 22:15","63629","65281"
"02.08.2018 22:15 - 02.08.2018 22:30","62151","64308"
"02.08.2018 22:30 - 02.08.2018 22:45","61091","62877"
"02.08.2018 22:45 - 02.08.2018 23:00","59596","61843"
"02.08.2018 23:00 - 02.08.2018 23:15","58585","60394"
"02.08.2018 23:15 - 02.08.2018 23:30","57644","59128"
"02.08.2018 23:30 - 02.08.2018 23:45","56423","57889"
"02.08.2018 23:45 - 03.08.2018 00:00","55656","57186"
"03.08.2018 00:00 - 03.08.2018 00:15","55099","56164"
"03.08.2018 00:15 - 03.08.2018 00:30","54103","55314"
"03.08.2018 00:30 - 03.08.2018 00:45","53469","54736"
"03.08.2018 00:45 - 03.08.2018 01:00","52855","53925"
"03.08.2018 01:00 - 03.08.2018 01:15","52217","53357"
"03.08.2018 01:15 - 03.08.2018 01:30","51727","53028"
"03.08.2018 01:30 - 03.08.2018 01:45","51265","52472"
"03.08.2018 01:45 - 03.08.2018 02:00","50821","52281"
"03.08.2018 02:00 - 03.08.2018 02:15","50424","51754"
"03.08.2018 02:15 - 03.08.2018 02:30","50202","51567"
"03.08.2018 02:30 - 03.08.2018 02:45","50078","51413"
"03.08.2018 02:45 - 03.08.2018 03:00","49980","51317"
"03.08.2018 03:00 - 03.08.2018 03:15","49927","51343"
"03.08.2018 03:15 - 03.08.2018 03:30","49840","51367"
"03.08.2018 03:30 - 03.08.2018 03:45","49839","51308"
"03.08.2018 03:45 - 03.08.2018 04:00","49920","51360"
"03.08.2018 04:00 - 03.08.2018 04:15","50184","51726"
"03.08.2018 04:15 - 03.08.2018 04:30","50428","52164"
"03.08.2018 04:30 - 03.08.2018 04:45","50887","52729"
"03.08.2018 04:45 - 03.08.2018 05:00","51371","53325"
"03.08.2018 05:00 - 03.08.2018 05:15","52699","54477"
"03.08.2018 05:15 - 03.08.2018 05:30","53485","55332"
"03.08.2018 05:30 - 03.08.2018 05:45","54234","55975"
"03.08.2018 05:45 - 03.08.2018 06:00","55503","57270"
"03.08.2018 06:00 - 03.08.2018 06:15","58072","60009"
"03.08.2018 06:15 - 03.08.2018 06:30","60373","61877"
"03.08.2018 06:30 - 03.08.2018 06:45","62101","63606"
"03.08.2018 06:45 - 03.08.2018 07:00","63613","65175"
"03.08.2018 07:00 - 03.08.2018 07:15","65544","67149"
"03.08.2018 07:15 - 03.08.2018 07:30","67066","68445"
"03.08.2018 07:30 - 03.08.2018 07:45","68549","69635"
"03.08.2018 07:45 - 03.08.2018 08:00","69579","70793"
"03.08.2018 08:00 - 03.08.2018 08:15","70723","72077"
"03.08.2018 08:15 - 03.08.2018 08:30","71442","73021"
"03.08.2018 08:30 - 03.08.2018 08:45","72078","73699"
"03.08.2018 08:45 - 03.08.2018 09:00","72338","74088"
"03.08.2018 09:00 - 03.08.2018 09:15","72417","74473"
"03.08.2018 09:15 - 03.08.2018 09:30","72958","74948"
"03.08.2018 09:30 - 03.08.2018 09:45","73609","75683"
"03.08.2018 09:45 - 03.08.2018 10:00","73758","76050"
"03.08.2018 10:00 - 03.08.2018 10:15","74148","76428"
"03.08.2018 10:15 - 03.08.2018 10:30","74390","76884"
"03.08.2018 10:30 - 03.08.2018 10:45","74722","77092"
"03.08.2018 10:45 - 03.08.2018 11:00","74965","77323"
"03.08.2018 11:00 - 03.08.2018 11:15","75372","77592"
"03.08.2018 11:15 - 03.08.2018 11:30","75748","77739"
"03.08.2018 11:30 - 03.08.2018 11:45","75950","78040"
"03.08.2018 11:45 - 03.08.2018 12:00","75507","77789"
"03.08.2018 12:00 - 03.08.2018 12:15","75172","77345"
"03.08.2018 12:15 - 03.08.2018 12:30","75018","76778"
"03.08.2018 12:30 - 03.08.2018 12:45","74587","76559"
"03.08.2018 12:45 - 03.08.2018 13:00","74523","76228"
"03.08.2018 13:00 - 03.08.2018 13:15","73840","75814"
"03.08.2018 13:15 - 03.08.2018 13:30","73686","75159"
"03.08.2018 13:30 - 03.08.2018 13:45","73043","74702"
"03.08.2018 13:45 - 03.08.2018 14:00","72600","74203"
"03.08.2018 14:00 - 03.08.2018 14:15","72226","73867"
"03.08.2018 14:15 - 03.08.2018 14:30","71774","73590"
"03.08.2018 14:30 - 03.08.2018 14:45","71482","73411"
"03.08.2018 14:45 - 03.08.2018 15:00","71695","73089"
"03.08.2018 15:00 - 03.08.2018 15:15","71647","72965"
"03.08.2018 15:15 - 03.08.2018 15:30","70803","72461"
"03.08.2018 15:30 - 03.08.2018 15:45","70334","72191"
"03.08.2018 15:45 - 03.08.2018 16:00","70130","71761"
"03.08.2018 16:00 - 03.08.2018 16:15","70210","71597"
"03.08.2018 16:15 - 03.08.2018 16:30","70227","71080"
"03.08.2018 16:30 - 03.08.2018 16:45","69989","70982"
"03.08.2018 16:45 - 03.08.2018 17:00","69293","70814"
"03.08.2018 17:00 - 03.08.2018 17:15","69403","71163"
"03.08.2018 17:15 - 03.08.2018 17:30","69193","70854"
"03.08.2018 17:30 - 03.08.2018 17:45","69131","70914"
"03.08.2018 17:45 - 03.08.2018 18:00","69045","70766"
"03.08.2018 18:00 - 03.08.2018 18:15","68564","70546"
"03.08.2018 18:15 - 03.08.2018 18:30","68226","70274"
"03.08.2018 18:30 - 03.08.2018 18:45","68241","70010"
"03.08.2018 18:45 - 03.08.2018 19:00","68125","70001"
"03.08.2018 19:00 - 03.08.2018 19:15","67560","69535"
"03.08.2018 19:15 - 03.08.2018 19:30","67056","68757"
"03.08.2018 19:30 - 03.08.2018 19:45","66560","68268"
"03.08.2018 19:45 - 03.08.2018 20:00","65878","67687"
"03.08.2018 20:00 - 03.08.2018 20:15","65069","66734"
"03.08.2018 20:15 - 03.08.2018 20:30","64249","65794"
"03.08.2018 20:30 - 03.08.2018 20:45","63364","65201"
"03.08.2018 20:45 - 03.08.2018 21:00","62851","64526"
"03.08.2018 21:00 - 03.08.2018 21:15","61963","63998"
"03.08.2018 21:15 - 03.08.2018 21:30","61900","64176"
"03.08.2018 21:30 - 03.08.2018 21:45","61771","63815"
"03.08.2018 21:45 - 03.08.2018 22:00","61268","63296"
"03.08.2018 22:00 - 03.08.2018 22:15","61058","62501"
"03.08.2018 22:15 - 03.08.2018 22:30","59884","61545"
"03.08.2018 22:30 - 03.08.2018 22:45","58721","60538"
"03.08.2018 22:45 - 03.08.2018 23:00","57485","59740"
"03.08.2018 23:00 - 03.08.2018 23:15","56334","58522"
"03.08.2018 23:15 - 03.08.2018 23:30","55461","57547"
"03.08.2018 23:30 - 03.08.2018 23:45","54499","56682"
"03.08.2018 23:45 - 04.08.2018 00:00","53484","55710"
"04.08.2018 00:00 - 04.08.2018 00:15","53930","54532"
"04.08.2018 00:15 - 04.08.2018 00:30","52817","53787"
"04.08.2018 00:30 - 04.08.2018 00:45","52093","53120"
"04.08.2018 00:45 - 04.08.2018 01:00","51268","52355"
"04.08.2018 01:00 - 04.08.2018 01:15","50683","51735"
"04.08.2018 01:15 - 04.08.2018 01:30","50171","50956"
"04.08.2018 01:30 - 04.08.2018 01:45","49558","50483"
"04.08.2018 01:45 - 04.08.2018 02:00","49198","50210"
"04.08.2018 02:00 - 04.08.2018 02:15","48883","49723"
"04.08.2018 02:15 - 04.08.2018 02:30","48467","49314"
"04.08.2018 02:30 - 04.08.2018 02:45","48323","49063"
"04.08.2018 02:45 - 04.08.2018 03:00","48147","48767"
"04.08.2018 03:00 - 04.08.2018 03:15","47954","48755"
"04.08.2018 03:15 - 04.08.2018 03:30","47796","48364"
"04.08.2018 03:30 - 04.08.2018 03:45","47567","48058"
"04.08.2018 03:45 - 04.08.2018 04:00","47409","47926"
"04.08.2018 04:00 - 04.08.2018 04:15","47380","48263"
"04.08.2018 04:15 - 04.08.2018 04:30","47475","48055"
"04.08.2018 04:30 - 04.08.2018 04:45","47487","48235"
"04.08.2018 04:45 - 04.08.2018 05:00","47451","48081"
"04.08.2018 05:00 - 04.08.2018 05:15","47843","48647"
"04.08.2018 05:15 - 04.08.2018 05:30","47775","48826"
"04.08.2018 05:30 - 04.08.2018 05:45","47740","48775"
"04.08.2018 05:45 - 04.08.2018 06:00","47862","48685"
"04.08.2018 06:00 - 04.08.2018 06:15","48213","49758"
"04.08.2018 06:15 - 04.08.2018 06:30","48818","50249"
"04.08.2018 06:30 - 04.08.2018 06:45","49343","50859"
"04.08.2018 06:45 - 04.08.2018 07:00","49983","51556"
"04.08.2018 07:00 - 04.08.2018 07:15","51260","53052"
"04.08.2018 07:15 - 04.08.2018 07:30","52293","53956"
"04.08.2018 07:30 - 04.08.2018 07:45","53897","55055"
"04.08.2018 07:45 - 04.08.2018 08:00","55040","55932"
"04.08.2018 08:00 - 04.08.2018 08:15","56181","57139"
"04.08.2018 08:15 - 04.08.2018 08:30","57318","58140"
"04.08.2018 08:30 - 04.08.2018 08:45","58321","59028"
"04.08.2018 08:45 - 04.08.2018 09:00","59137","59985"
"04.08.2018 09:00 - 04.08.2018 09:15","60043","60795"
"04.08.2018 09:15 - 04.08.2018 09:30","60812","61503"
"04.08.2018 09:30 - 04.08.2018 09:45","61582","62385"
"04.08.2018 09:45 - 04.08.2018 10:00","62083","63031"
"04.08.2018 10:00 - 04.08.2018 10:15","62618","63426"
"04.08.2018 10:15 - 04.08.2018 10:30","62907","63721"
"04.08.2018 10:30 - 04.08.2018 10:45","63108","64200"
"04.08.2018 10:45 - 04.08.2018 11:00","63328","64459"
"04.08.2018 11:00 - 04.08.2018 11:15","63961","64779"
"04.08.2018 11:15 - 04.08.2018 11:30","64264","65271"
"04.08.2018 11:30 - 04.08.2018 11:45","64425","65439"
"04.08.2018 11:45 - 04.08.2018 12:00","63994","65255"
"04.08.2018 12:00 - 04.08.2018 12:15","63889","64739"
"04.08.2018 12:15 - 04.08.2018 12:30","63572","64539"
"04.08.2018 12:30 - 04.08.2018 12:45","63059","64207"
"04.08.2018 12:45 - 04.08.2018 13:00","62568","64080"
"04.08.2018 13:00 - 04.08.2018 13:15","61569","63393"
"04.08.2018 13:15 - 04.08.2018 13:30","61533","63226"
"04.08.2018 13:30 - 04.08.2018 13:45","60915","63044"
"04.08.2018 13:45 - 04.08.2018 14:00","60301","62601"
"04.08.2018 14:00 - 04.08.2018 14:15","59797","61878"
"04.08.2018 14:15 - 04.08.2018 14:30","59213","61803"
"04.08.2018 14:30 - 04.08.2018 14:45","59150","61459"
"04.08.2018 14:45 - 04.08.2018 15:00","59482","61283"
"04.08.2018 15:00 - 04.08.2018 15:15","59476","61044"
"04.08.2018 15:15 - 04.08.2018 15:30","58687","60818"
"04.08.2018 15:30 - 04.08.2018 15:45","58861","60689"
"04.08.2018 15:45 - 04.08.2018 16:00","58903","60490"
"04.08.2018 16:00 - 04.08.2018 16:15","59083","60266"
"04.08.2018 16:15 - 04.08.2018 16:30","59303","60189"
"04.08.2018 16:30 - 04.08.2018 16:45","59608","60284"
"04.08.2018 16:45 - 04.08.2018 17:00","58822","60487"
"04.08.2018 17:00 - 04.08.2018 17:15","59217","60675"
"04.08.2018 17:15 - 04.08.2018 17:30","59285","60688"
"04.08.2018 17:30 - 04.08.2018 17:45","59788","60862"
"04.08.2018 17:45 - 04.08.2018 18:00","59445","60835"
"04.08.2018 18:00 - 04.08.2018 18:15","59617","61051"
"04.08.2018 18:15 - 04.08.2018 18:30","59425","60571"
"04.08.2018 18:30 - 04.08.2018 18:45","59582","60660"
"04.08.2018 18:45 - 04.08.2018 19:00","59441","60375"
"04.08.2018 19:00 - 04.08.2018 19:15","59137","59918"
"04.08.2018 19:15 - 04.08.2018 19:30","58652","59588"
"04.08.2018 19:30 - 04.08.2018 19:45","58046","59336"
"04.08.2018 19:45 - 04.08.2018 20:00","57076","58944"
"04.08.2018 20:00 - 04.08.2018 20:15","56706","58410"
"04.08.2018 20:15 - 04.08.2018 20:30","56036","57439"
"04.08.2018 20:30 - 04.08.2018 20:45","55018","57074"
"04.08.2018 20:45 - 04.08.2018 21:00","54798","56634"
"04.08.2018 21:00 - 04.08.2018 21:15","53849","56554"
"04.08.2018 21:15 - 04.08.2018 21:30","53829","56379"
"04.08.2018 21:30 - 04.08.2018 21:45","54335","56203"
"04.08.2018 21:45 - 04.08.2018 22:00","54333","55999"
"04.08.2018 22:00 - 04.08.2018 22:15","54823","55739"
"04.08.2018 22:15 - 04.08.2018 22:30","53791","55241"
"04.08.2018 22:30 - 04.08.2018 22:45","52996","54237"
"04.08.2018 22:45 - 04.08.2018 23:00","51864","53659"
"04.08.2018 23:00 - 04.08.2018 23:15","50930","52823"
"04.08.2018 23:15 - 04.08.2018 23:30","50199","52057"
"04.08.2018 23:30 - 04.08.2018 23:45","49380","51250"
"04.08.2018 23:45 - 05.08.2018 00:00","48572","50905"
"05.08.2018 00:00 - 05.08.2018 00:15","47818","49895"
"05.08.2018 00:15 - 05.08.2018 00:30","46878","49292"
"05.08.2018 00:30 - 05.08.2018 00:45","46363","48546"
"05.08.2018 00:45 - 05.08.2018 01:00","45743","48240"
"05.08.2018 01:00 - 05.08.2018 01:15","45195","47607"
"05.08.2018 01:15 - 05.08.2018 01:30","44613","46903"
"05.08.2018 01:30 - 05.08.2018 01:45","44099","46368"
"05.08.2018 01:45 - 05.08.2018 02:00","43594","46082"
"05.08.2018 02:00 - 05.08.2018 02:15","43386","46005"
"05.08.2018 02:15 - 05.08.2018 02:30","43135","45540"
"05.08.2018 02:30 - 05.08.2018 02:45","42968","45165"
"05.08.2018 02:45 - 05.08.2018 03:00","42779","44957"
"05.08.2018 03:00 - 05.08.2018 03:15","42655","44786"
"05.08.2018 03:15 - 05.08.2018 03:30","42454","44404"
"05.08.2018 03:30 - 05.08.2018 03:45","42350","44282"
"05.08.2018 03:45 - 05.08.2018 04:00","42241","44109"
"05.08.2018 04:00 - 05.08.2018 04:15","42260","44117"
"05.08.2018 04:15 - 05.08.2018 04:30","42292","44148"
"05.08.2018 04:30 - 05.08.2018 04:45","42281","44160"
"05.08.2018 04:45 - 05.08.2018 05:00","42339","44400"
"05.08.2018 05:00 - 05.08.2018 05:15","42541","44451"
"05.08.2018 05:15 - 05.08.2018 05:30","42402","44429"
"05.08.2018 05:30 - 05.08.2018 05:45","42269","44511"
"05.08.2018 05:45 - 05.08.2018 06:00","42131","44210"
"05.08.2018 06:00 - 05.08.2018 06:15","42022","44466"
"05.08.2018 06:15 - 05.08.2018 06:30","42416","44465"
"05.08.2018 06:30 - 05.08.2018 06:45","42688","44663"
"05.08.2018 06:45 - 05.08.2018 07:00","43127","45262"
"05.08.2018 07:00 - 05.08.2018 07:15","43734","46253"
"05.08.2018 07:15 - 05.08.2018 07:30","44483","46982"
"05.08.2018 07:30 - 05.08.2018 07:45","45986","48019"
"05.08.2018 07:45 - 05.08.2018 08:00","47227","48972"
"05.08.2018 08:00 - 05.08.2018 08:15","48535","49722"
"05.08.2018 08:15 - 05.08.2018 08:30","49266","50459"
"05.08.2018 08:30 - 05.08.2018 08:45","50349","51283"
"05.08.2018 08:45 - 05.08.2018 09:00","51301","51951"
"05.08.2018 09:00 - 05.08.2018 09:15","52176","52567"
"05.08.2018 09:15 - 05.08.2018 09:30","53107","53328"
"05.08.2018 09:30 - 05.08.2018 09:45","53950","54042"
"05.08.2018 09:45 - 05.08.2018 10:00","54604","54703"
"05.08.2018 10:00 - 05.08.2018 10:15","55256","55288"
"05.08.2018 10:15 - 05.08.2018 10:30","55682","55517"
"05.08.2018 10:30 - 05.08.2018 10:45","56098","55921"
"05.08.2018 10:45 - 05.08.2018 11:00","56768","56606"
"05.08.2018 11:00 - 05.08.2018 11:15","57446","56793"
"05.08.2018 11:15 - 05.08.2018 11:30","58056","57367"
"05.08.2018 11:30 - 05.08.2018 11:45","58533","57688"
"05.08.2018 11:45 - 05.08.2018 12:00","58147","57922"
"05.08.2018 12:00 - 05.08.2018 12:15","58027","57806"
"05.08.2018 12:15 - 05.08.2018 12:30","57841","57546"
"05.08.2018 12:30 - 05.08.2018 12:45","57201","57384"
"05.08.2018 12:45 - 05.08.2018 13:00","56902","56980"
"05.08.2018 13:00 - 05.08.2018 13:15","55994","56573"
"05.08.2018 13:15 - 05.08.2018 13:30","55850","56433"
"05.08.2018 13:30 - 05.08.2018 13:45","55524","56161"
"05.08.2018 13:45 - 05.08.2018 14:00","55186","55837"
"05.08.2018 14:00 - 05.08.2018 14:15","54740","55411"
"05.08.2018 14:15 - 05.08.2018 14:30","54309","55330"
"05.08.2018 14:30 - 05.08.2018 14:45","54233","55047"
"05.08.2018 14:45 - 05.08.2018 15:00","54446","54807"
"05.08.2018 15:00 - 05.08.2018 15:15","54574","54840"
"05.08.2018 15:15 - 05.08.2018 15:30","54036","54698"
"05.08.2018 15:30 - 05.08.2018 15:45","53876","54592"
"05.08.2018 15:45 - 05.08.2018 16:00","53606","54332"
"05.08.2018 16:00 - 05.08.2018 16:15","54091","54361"
"05.08.2018 16:15 - 05.08.2018 16:30","54182","54506"
"05.08.2018 16:30 - 05.08.2018 16:45","54121","54568"
"05.08.2018 16:45 - 05.08.2018 17:00","54232","54809"
"05.08.2018 17:00 - 05.08.2018 17:15","54776","55392"
"05.08.2018 17:15 - 05.08.2018 17:30","54905","55774"
"05.08.2018 17:30 - 05.08.2018 17:45","55365","56008"
"05.08.2018 17:45 - 05.08.2018 18:00","55542","56147"
"05.08.2018 18:00 - 05.08.2018 18:15","55908","56757"
"05.08.2018 18:15 - 05.08.2018 18:30","56024","56550"
"05.08.2018 18:30 - 05.08.2018 18:45","56255","56294"
"05.08.2018 18:45 - 05.08.2018 19:00","56126","56141"
"05.08.2018 19:00 - 05.08.2018 19:15","56053","56284"
"05.08.2018 19:15 - 05.08.2018 19:30","55744","56137"
"05.08.2018 19:30 - 05.08.2018 19:45","55486","56024"
"05.08.2018 19:45 - 05.08.2018 20:00","54877","55902"
"05.08.2018 20:00 - 05.08.2018 20:15","55156","56034"
"05.08.2018 20:15 - 05.08.2018 20:30","54835","55959"
"05.08.2018 20:30 - 05.08.2018 20:45","54069","55755"
"05.08.2018 20:45 - 05.08.2018 21:00","54077","55438"
"05.08.2018 21:00 - 05.08.2018 21:15","53653","55606"
"05.08.2018 21:15 - 05.08.2018 21:30","54054","56079"
"05.08.2018 21:30 - 05.08.2018 21:45","54696","56442"
"05.08.2018 21:45 - 05.08.2018 22:00","54753","56409"
"05.08.2018 22:00 - 05.08.2018 22:15","55224","56415"
"05.08.2018 22:15 - 05.08.2018 22:30","54253","55686"
"05.08.2018 22:30 - 05.08.2018 22:45","53546","54587"
"05.08.2018 22:45 - 05.08.2018 23:00","52406","54185"
"05.08.2018 23:00 - 05.08.2018 23:15","51415","52990"
"05.08.2018 23:15 - 05.08.2018 23:30","50602","51884"
"05.08.2018 23:30 - 05.08.2018 23:45","49733","51442"
"05.08.2018 23:45 - 06.08.2018 00:00","48972","50503"
"06.08.2018 00:00 - 06.08.2018 00:15","48623","50090"
"06.08.2018 00:15 - 06.08.2018 00:30","47872","49476"
"06.08.2018 00:30 - 06.08.2018 00:45","47386","48869"
"06.08.2018 00:45 - 06.08.2018 01:00","46857","48278"
"06.08.2018 01:00 - 06.08.2018 01:15","46651","47648"
"06.08.2018 01:15 - 06.08.2018 01:30","46219","47237"
"06.08.2018 01:30 - 06.08.2018 01:45","45872","46877"
"06.08.2018 01:45 - 06.08.2018 02:00","45560","46652"
"06.08.2018 02:00 - 06.08.2018 02:15","45336","46435"
"06.08.2018 02:15 - 06.08.2018 02:30","45073","46103"
"06.08.2018 02:30 - 06.08.2018 02:45","45059","46105"
"06.08.2018 02:45 - 06.08.2018 03:00","44935","46022"
"06.08.2018 03:00 - 06.08.2018 03:15","45016","46132"
"06.08.2018 03:15 - 06.08.2018 03:30","45034","46196"
"06.08.2018 03:30 - 06.08.2018 03:45","45096","46097"
"06.08.2018 03:45 - 06.08.2018 04:00","45274","46361"
"06.08.2018 04:00 - 06.08.2018 04:15","45801","47012"
"06.08.2018 04:15 - 06.08.2018 04:30","46190","47584"
"06.08.2018 04:30 - 06.08.2018 04:45","46783","48061"
"06.08.2018 04:45 - 06.08.2018 05:00","47452","48792"
"06.08.2018 05:00 - 06.08.2018 05:15","48996","50305"
"06.08.2018 05:15 - 06.08.2018 05:30","49886","51336"
"06.08.2018 05:30 - 06.08.2018 05:45","51257","52299"
"06.08.2018 05:45 - 06.08.2018 06:00","52908","53783"
"06.08.2018 06:00 - 06.08.2018 06:15","56318","56888"
"06.08.2018 06:15 - 06.08.2018 06:30","58910","58922"
"06.08.2018 06:30 - 06.08.2018 06:45","60685","60554"
"06.08.2018 06:45 - 06.08.2018 07:00","62442","62142"
"06.08.2018 07:00 - 06.08.2018 07:15","64563","64170"
"06.08.2018 07:15 - 06.08.2018 07:30","65973","65530"
"06.08.2018 07:30 - 06.08.2018 07:45","67323","66883"
"06.08.2018 07:45 - 06.08.2018 08:00","68424","68230"
"06.08.2018 08:00 - 06.08.2018 08:15","69614","69622"
"06.08.2018 08:15 - 06.08.2018 08:30","70375","70332"
"06.08.2018 08:30 - 06.08.2018 08:45","70910","71131"
"06.08.2018 08:45 - 06.08.2018 09:00","71152","71730"
"06.08.2018 09:00 - 06.08.2018 09:15","71140","71809"
"06.08.2018 09:15 - 06.08.2018 09:30","71737","72453"
"06.08.2018 09:30 - 06.08.2018 09:45","72379","73051"
"06.08.2018 09:45 - 06.08.2018 10:00","72487","73621"
"06.08.2018 10:00 - 06.08.2018 10:15","73017","73965"
"06.08.2018 10:15 - 06.08.2018 10:30","73300","74411"
"06.08.2018 10:30 - 06.08.2018 10:45","73645","74765"
"06.08.2018 10:45 - 06.08.2018 11:00","74085","75223"
"06.08.2018 11:00 - 06.08.2018 11:15","74347","75299"
"06.08.2018 11:15 - 06.08.2018 11:30","74767","75870"
"06.08.2018 11:30 - 06.08.2018 11:45","75037","76257"
"06.08.2018 11:45 - 06.08.2018 12:00","75164","76485"
"06.08.2018 12:00 - 06.08.2018 12:15","74026","75858"
"06.08.2018 12:15 - 06.08.2018 12:30","73160","75620"
"06.08.2018 12:30 - 06.08.2018 12:45","73616","75576"
"06.08.2018 12:45 - 06.08.2018 13:00","72775","75423"
"06.08.2018 13:00 - 06.08.2018 13:15","73733","75538"
"06.08.2018 13:15 - 06.08.2018 13:30","73295","75257"
"06.08.2018 13:30 - 06.08.2018 13:45","72783","74716"
"06.08.2018 13:45 - 06.08.2018 14:00","73022","74221"
"06.08.2018 14:00 - 06.08.2018 14:15","72570","74052"
"06.08.2018 14:15 - 06.08.2018 14:30","72269","74064"
"06.08.2018 14:30 - 06.08.2018 14:45","71478","73565"
"06.08.2018 14:45 - 06.08.2018 15:00","71526","73464"
"06.08.2018 15:00 - 06.08.2018 15:15","71173","73450"
"06.08.2018 15:15 - 06.08.2018 15:30","71183","73175"
"06.08.2018 15:30 - 06.08.2018 15:45","70777","72729"
"06.08.2018 15:45 - 06.08.2018 16:00","70578","72331"
"06.08.2018 16:00 - 06.08.2018 16:15","69911","72280"
"06.08.2018 16:15 - 06.08.2018 16:30","69393","71784"
"06.08.2018 16:30 - 06.08.2018 16:45","68767","71603"
"06.08.2018 16:45 - 06.08.2018 17:00","69748","71457"
"06.08.2018 17:00 - 06.08.2018 17:15","69729","71482"
"06.08.2018 17:15 - 06.08.2018 17:30","69624","71505"
"06.08.2018 17:30 - 06.08.2018 17:45","69111","71618"
"06.08.2018 17:45 - 06.08.2018 18:00","69579","71554"
"06.08.2018 18:00 - 06.08.2018 18:15","69247","70990"
"06.08.2018 18:15 - 06.08.2018 18:30","68393","70755"
"06.08.2018 18:30 - 06.08.2018 18:45","68946","71177"
"06.08.2018 18:45 - 06.08.2018 19:00","69016","71168"
"06.08.2018 19:00 - 06.08.2018 19:15","68122","70777"
"06.08.2018 19:15 - 06.08.2018 19:30","67616","70214"
"06.08.2018 19:30 - 06.08.2018 19:45","67228","69863"
"06.08.2018 19:45 - 06.08.2018 20:00","67080","69559"
"06.08.2018 20:00 - 06.08.2018 20:15","66326","68735"
"06.08.2018 20:15 - 06.08.2018 20:30","65239","67823"
"06.08.2018 20:30 - 06.08.2018 20:45","64814","67123"
"06.08.2018 20:45 - 06.08.2018 21:00","63765","66666"
