"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"29.04.2017 05:45 - 29.04.2017 06:00","49200","52968"
"29.04.2017 06:00 - 29.04.2017 06:15","49598","53402"
"29.04.2017 06:15 - 29.04.2017 06:30","49835","53664"
"29.04.2017 06:30 - 29.04.2017 06:45","50841","54141"
"29.04.2017 06:45 - 29.04.2017 07:00","51667","54876"
"29.04.2017 07:00 - 29.04.2017 07:15","52770","56019"
"29.04.2017 07:15 - 29.04.2017 07:30","53507","56494"
"29.04.2017 07:30 - 29.04.2017 07:45","54645","57456"
"29.04.2017 07:45 - 29.04.2017 08:00","55907","58423"
"29.04.2017 08:00 - 29.04.2017 08:15","57269","59318"
"29.04.2017 08:15 - 29.04.2017 08:30","58281","59980"
"29.04.2017 08:30 - 29.04.2017 08:45","59070","60421"
"29.04.2017 08:45 - 29.04.2017 09:00","59872","60985"
"29.04.2017 09:00 - 29.04.2017 09:15","61027","61510"
"29.04.2017 09:15 - 29.04.2017 09:30","61448","61666"
"29.04.2017 09:30 - 29.04.2017 09:45","62660","62016"
"29.04.2017 09:45 - 29.04.2017 10:00","62866","62008"
"29.04.2017 10:00 - 29.04.2017 10:15","63427","62242"
"29.04.2017 10:15 - 29.04.2017 10:30","64203","62248"
"29.04.2017 10:30 - 29.04.2017 10:45","64583","62222"
"29.04.2017 10:45 - 29.04.2017 11:00","64399","62267"
"29.04.2017 11:00 - 29.04.2017 11:15","65372","62457"
"29.04.2017 11:15 - 29.04.2017 11:30","65601","62429"
"29.04.2017 11:30 - 29.04.2017 11:45","65955","62429"
"29.04.2017 11:45 - 29.04.2017 12:00","65157","62105"
"29.04.2017 12:00 - 29.04.2017 12:15","65177","61720"
"29.04.2017 12:15 - 29.04.2017 12:30","65056","60970"
"29.04.2017 12:30 - 29.04.2017 12:45","64690","60554"
"29.04.2017 12:45 - 29.04.2017 13:00","64471","60238"
"29.04.2017 13:00 - 29.04.2017 13:15","63300","59947"
"29.04.2017 13:15 - 29.04.2017 13:30","63191","59249"
"29.04.2017 13:30 - 29.04.2017 13:45","63106","58691"
"29.04.2017 13:45 - 29.04.2017 14:00","61925","57613"
"29.04.2017 14:00 - 29.04.2017 14:15","61417","57302"
"29.04.2017 14:15 - 29.04.2017 14:30","60441","56559"
"29.04.2017 14:30 - 29.04.2017 14:45","60601","56294"
"29.04.2017 14:45 - 29.04.2017 15:00","60692","55881"
"29.04.2017 15:00 - 29.04.2017 15:15","60874","55632"
"29.04.2017 15:15 - 29.04.2017 15:30","60134","55294"
"29.04.2017 15:30 - 29.04.2017 15:45","59913","55113"
"29.04.2017 15:45 - 29.04.2017 16:00","59687","54979"
"29.04.2017 16:00 - 29.04.2017 16:15","59828","55073"
"29.04.2017 16:15 - 29.04.2017 16:30","60102","54997"
"29.04.2017 16:30 - 29.04.2017 16:45","60458","55147"
"29.04.2017 16:45 - 29.04.2017 17:00","59607","55046"
"29.04.2017 17:00 - 29.04.2017 17:15","60109","55771"
"29.04.2017 17:15 - 29.04.2017 17:30","60934","56098"
"29.04.2017 17:30 - 29.04.2017 17:45","60920","56692"
"29.04.2017 17:45 - 29.04.2017 18:00","60892","57182"
"29.04.2017 18:00 - 29.04.2017 18:15","61268","57930"
"29.04.2017 18:15 - 29.04.2017 18:30","61024","57934"
"29.04.2017 18:30 - 29.04.2017 18:45","61322","58378"
"29.04.2017 18:45 - 29.04.2017 19:00","61331","58742"
"29.04.2017 19:00 - 29.04.2017 19:15","61434","59011"
"29.04.2017 19:15 - 29.04.2017 19:30","61242","59105"
"29.04.2017 19:30 - 29.04.2017 19:45","61322","59407"
"29.04.2017 19:45 - 29.04.2017 20:00","60243","58996"
"29.04.2017 20:00 - 29.04.2017 20:15","60270","58668"
"29.04.2017 20:15 - 29.04.2017 20:30","59524","58307"
"29.04.2017 20:30 - 29.04.2017 20:45","58390","58059"
"29.04.2017 20:45 - 29.04.2017 21:00","58690","58226"
"29.04.2017 21:00 - 29.04.2017 21:15","57581","58579"
"29.04.2017 21:15 - 29.04.2017 21:30","57215","58640"
"29.04.2017 21:30 - 29.04.2017 21:45","57378","57968"
"29.04.2017 21:45 - 29.04.2017 22:00","57091","57775"
"29.04.2017 22:00 - 29.04.2017 22:15","57128","58030"
"29.04.2017 22:15 - 29.04.2017 22:30","56441","57322"
"29.04.2017 22:30 - 29.04.2017 22:45","55227","56490"
"29.04.2017 22:45 - 29.04.2017 23:00","54414","55582"
"29.04.2017 23:00 - 29.04.2017 23:15","52908","54523"
"29.04.2017 23:15 - 29.04.2017 23:30","51971","53477"
"29.04.2017 23:30 - 29.04.2017 23:45","51109","52517"
"29.04.2017 23:45 - 30.04.2017 00:00","50064","51843"
"30.04.2017 00:00 - 30.04.2017 00:15","48470","51083"
"30.04.2017 00:15 - 30.04.2017 00:30","47725","50224"
"30.04.2017 00:30 - 30.04.2017 00:45","46852","49264"
"30.04.2017 00:45 - 30.04.2017 01:00","46125","48524"
"30.04.2017 01:00 - 30.04.2017 01:15","44923","47911"
"30.04.2017 01:15 - 30.04.2017 01:30","44508","47296"
"30.04.2017 01:30 - 30.04.2017 01:45","43922","46975"
"30.04.2017 01:45 - 30.04.2017 02:00","43435","46502"
"30.04.2017 02:00 - 30.04.2017 02:15","43192","46282"
"30.04.2017 02:15 - 30.04.2017 02:30","42940","45962"
"30.04.2017 02:30 - 30.04.2017 02:45","42607","45822"
"30.04.2017 02:45 - 30.04.2017 03:00","42598","45886"
"30.04.2017 03:00 - 30.04.2017 03:15","42610","45963"
"30.04.2017 03:15 - 30.04.2017 03:30","42353","45850"
"30.04.2017 03:30 - 30.04.2017 03:45","42400","46208"
"30.04.2017 03:45 - 30.04.2017 04:00","42439","46298"
"30.04.2017 04:00 - 30.04.2017 04:15","42683","46321"
"30.04.2017 04:15 - 30.04.2017 04:30","42697","46265"
"30.04.2017 04:30 - 30.04.2017 04:45","42908","46440"
"30.04.2017 04:45 - 30.04.2017 05:00","42976","46706"
"30.04.2017 05:00 - 30.04.2017 05:15","43431","47178"
"30.04.2017 05:15 - 30.04.2017 05:30","43332","46805"
"30.04.2017 05:30 - 30.04.2017 05:45","43141","46446"
"30.04.2017 05:45 - 30.04.2017 06:00","43161","46076"
"30.04.2017 06:00 - 30.04.2017 06:15","42960","45479"
"30.04.2017 06:15 - 30.04.2017 06:30","42824","45401"
"30.04.2017 06:30 - 30.04.2017 06:45","43263","45805"
"30.04.2017 06:45 - 30.04.2017 07:00","43441","46155"
"30.04.2017 07:00 - 30.04.2017 07:15","44636","47182"
"30.04.2017 07:15 - 30.04.2017 07:30","45174","47723"
"30.04.2017 07:30 - 30.04.2017 07:45","46805","48827"
"30.04.2017 07:45 - 30.04.2017 08:00","47713","49692"
"30.04.2017 08:00 - 30.04.2017 08:15","49245","50561"
"30.04.2017 08:15 - 30.04.2017 08:30","50074","51569"
"30.04.2017 08:30 - 30.04.2017 08:45","50986","52338"
"30.04.2017 08:45 - 30.04.2017 09:00","51762","53417"
"30.04.2017 09:00 - 30.04.2017 09:15","53208","54411"
"30.04.2017 09:15 - 30.04.2017 09:30","53752","54731"
"30.04.2017 09:30 - 30.04.2017 09:45","54678","55394"
"30.04.2017 09:45 - 30.04.2017 10:00","55615","56045"
"30.04.2017 10:00 - 30.04.2017 10:15","56067","56726"
"30.04.2017 10:15 - 30.04.2017 10:30","57150","56823"
"30.04.2017 10:30 - 30.04.2017 10:45","57462","57218"
"30.04.2017 10:45 - 30.04.2017 11:00","58213","57729"
"30.04.2017 11:00 - 30.04.2017 11:15","58754","57862"
"30.04.2017 11:15 - 30.04.2017 11:30","59416","58444"
"30.04.2017 11:30 - 30.04.2017 11:45","60308","58890"
"30.04.2017 11:45 - 30.04.2017 12:00","59617","58734"
"30.04.2017 12:00 - 30.04.2017 12:15","59429","58752"
"30.04.2017 12:15 - 30.04.2017 12:30","59346","58362"
"30.04.2017 12:30 - 30.04.2017 12:45","58621","57949"
"30.04.2017 12:45 - 30.04.2017 13:00","58085","57097"
"30.04.2017 13:00 - 30.04.2017 13:15","57169","56304"
"30.04.2017 13:15 - 30.04.2017 13:30","56837","55851"
"30.04.2017 13:30 - 30.04.2017 13:45","56531","55123"
"30.04.2017 13:45 - 30.04.2017 14:00","55607","54272"
"30.04.2017 14:00 - 30.04.2017 14:15","54942","54070"
"30.04.2017 14:15 - 30.04.2017 14:30","54108","53990"
"30.04.2017 14:30 - 30.04.2017 14:45","54145","53624"
"30.04.2017 14:45 - 30.04.2017 15:00","54327","53242"
"30.04.2017 15:00 - 30.04.2017 15:15","54458","52962"
"30.04.2017 15:15 - 30.04.2017 15:30","53655","52375"
"30.04.2017 15:30 - 30.04.2017 15:45","53325","52085"
"30.04.2017 15:45 - 30.04.2017 16:00","52983","51987"
"30.04.2017 16:00 - 30.04.2017 16:15","53621","52349"
"30.04.2017 16:15 - 30.04.2017 16:30","53925","52423"
"30.04.2017 16:30 - 30.04.2017 16:45","54267","52309"
"30.04.2017 16:45 - 30.04.2017 17:00","53441","52462"
"30.04.2017 17:00 - 30.04.2017 17:15","54040","52622"
"30.04.2017 17:15 - 30.04.2017 17:30","54218","52989"
"30.04.2017 17:30 - 30.04.2017 17:45","54821","53391"
"30.04.2017 17:45 - 30.04.2017 18:00","55141","54194"
"30.04.2017 18:00 - 30.04.2017 18:15","55766","54027"
"30.04.2017 18:15 - 30.04.2017 18:30","56084","54229"
"30.04.2017 18:30 - 30.04.2017 18:45","56384","54124"
"30.04.2017 18:45 - 30.04.2017 19:00","56434","54294"
"30.04.2017 19:00 - 30.04.2017 19:15","56713","54858"
"30.04.2017 19:15 - 30.04.2017 19:30","56514","54809"
"30.04.2017 19:30 - 30.04.2017 19:45","56343","54891"
"30.04.2017 19:45 - 30.04.2017 20:00","55640","55163"
"30.04.2017 20:00 - 30.04.2017 20:15","56366","55549"
"30.04.2017 20:15 - 30.04.2017 20:30","56159","55326"
"30.04.2017 20:30 - 30.04.2017 20:45","55424","55175"
"30.04.2017 20:45 - 30.04.2017 21:00","55827","55700"
"30.04.2017 21:00 - 30.04.2017 21:15","55325","56291"
"30.04.2017 21:15 - 30.04.2017 21:30","55262","56210"
"30.04.2017 21:30 - 30.04.2017 21:45","55268","55976"
"30.04.2017 21:45 - 30.04.2017 22:00","55285","55707"
"30.04.2017 22:00 - 30.04.2017 22:15","55477","56318"
"30.04.2017 22:15 - 30.04.2017 22:30","55180","55474"
"30.04.2017 22:30 - 30.04.2017 22:45","54167","54576"
"30.04.2017 22:45 - 30.04.2017 23:00","52988","54014"
"30.04.2017 23:00 - 30.04.2017 23:15","51794","52975"
"30.04.2017 23:15 - 30.04.2017 23:30","50832","52208"
"30.04.2017 23:30 - 30.04.2017 23:45","49878","51417"
"30.04.2017 23:45 - 01.05.2017 00:00","48961","50472"
"01.05.2017 00:00 - 01.05.2017 00:15","48501","50008"
"01.05.2017 00:15 - 01.05.2017 00:30","46490","48971"
"01.05.2017 00:30 - 01.05.2017 00:45","45804","48071"
"01.05.2017 00:45 - 01.05.2017 01:00","45068","47460"
"01.05.2017 01:00 - 01.05.2017 01:15","43879","46789"
"01.05.2017 01:15 - 01.05.2017 01:30","43331","46126"
"01.05.2017 01:30 - 01.05.2017 01:45","42893","45717"
"01.05.2017 01:45 - 01.05.2017 02:00","42400","45297"
"01.05.2017 02:00 - 01.05.2017 02:15","42118","44854"
"01.05.2017 02:15 - 01.05.2017 02:30","41789","44676"
"01.05.2017 02:30 - 01.05.2017 02:45","41693","44331"
"01.05.2017 02:45 - 01.05.2017 03:00","41572","44408"
"01.05.2017 03:00 - 01.05.2017 03:15","41601","44202"
"01.05.2017 03:15 - 01.05.2017 03:30","41512","44070"
"01.05.2017 03:30 - 01.05.2017 03:45","41505","44050"
"01.05.2017 03:45 - 01.05.2017 04:00","41512","43899"
"01.05.2017 04:00 - 01.05.2017 04:15","41972","44217"
"01.05.2017 04:15 - 01.05.2017 04:30","41958","44294"
"01.05.2017 04:30 - 01.05.2017 04:45","42101","44509"
"01.05.2017 04:45 - 01.05.2017 05:00","42233","44757"
"01.05.2017 05:00 - 01.05.2017 05:15","42664","45130"
"01.05.2017 05:15 - 01.05.2017 05:30","42513","44769"
"01.05.2017 05:30 - 01.05.2017 05:45","42503","44599"
"01.05.2017 05:45 - 01.05.2017 06:00","42679","44137"
"01.05.2017 06:00 - 01.05.2017 06:15","42606","44072"
"01.05.2017 06:15 - 01.05.2017 06:30","42742","44002"
"01.05.2017 06:30 - 01.05.2017 06:45","43154","44139"
"01.05.2017 06:45 - 01.05.2017 07:00","43593","44347"
"01.05.2017 07:00 - 01.05.2017 07:15","44813","45054"
"01.05.2017 07:15 - 01.05.2017 07:30","45617","45586"
"01.05.2017 07:30 - 01.05.2017 07:45","47343","46451"
"01.05.2017 07:45 - 01.05.2017 08:00","48486","47436"
"01.05.2017 08:00 - 01.05.2017 08:15","49462","48407"
"01.05.2017 08:15 - 01.05.2017 08:30","50249","49248"
"01.05.2017 08:30 - 01.05.2017 08:45","51055","50422"
"01.05.2017 08:45 - 01.05.2017 09:00","51762","51278"
"01.05.2017 09:00 - 01.05.2017 09:15","52852","52526"
"01.05.2017 09:15 - 01.05.2017 09:30","53652","53269"
"01.05.2017 09:30 - 01.05.2017 09:45","54070","54260"
"01.05.2017 09:45 - 01.05.2017 10:00","54767","55143"
"01.05.2017 10:00 - 01.05.2017 10:15","55539","56030"
"01.05.2017 10:15 - 01.05.2017 10:30","56402","56741"
"01.05.2017 10:30 - 01.05.2017 10:45","56553","57314"
"01.05.2017 10:45 - 01.05.2017 11:00","57490","57821"
"01.05.2017 11:00 - 01.05.2017 11:15","57696","58585"
"01.05.2017 11:15 - 01.05.2017 11:30","58325","59518"
"01.05.2017 11:30 - 01.05.2017 11:45","58762","60152"
"01.05.2017 11:45 - 01.05.2017 12:00","59034","60352"
"01.05.2017 12:00 - 01.05.2017 12:15","57859","59921"
"01.05.2017 12:15 - 01.05.2017 12:30","57213","59386"
"01.05.2017 12:30 - 01.05.2017 12:45","57300","58931"
"01.05.2017 12:45 - 01.05.2017 13:00","55807","58612"
"01.05.2017 13:00 - 01.05.2017 13:15","56180","57851"
"01.05.2017 13:15 - 01.05.2017 13:30","55659","57321"
"01.05.2017 13:30 - 01.05.2017 13:45","54857","56722"
"01.05.2017 13:45 - 01.05.2017 14:00","54524","56121"
"01.05.2017 14:00 - 01.05.2017 14:15","54334","55881"
"01.05.2017 14:15 - 01.05.2017 14:30","53416","55685"
"01.05.2017 14:30 - 01.05.2017 14:45","52895","55411"
"01.05.2017 14:45 - 01.05.2017 15:00","52477","54959"
"01.05.2017 15:00 - 01.05.2017 15:15","52603","54889"
"01.05.2017 15:15 - 01.05.2017 15:30","52845","54749"
"01.05.2017 15:30 - 01.05.2017 15:45","52551","54509"
"01.05.2017 15:45 - 01.05.2017 16:00","52891","54268"
"01.05.2017 16:00 - 01.05.2017 16:15","52100","54326"
"01.05.2017 16:15 - 01.05.2017 16:30","52297","54364"
"01.05.2017 16:30 - 01.05.2017 16:45","51588","54760"
"01.05.2017 16:45 - 01.05.2017 17:00","52698","54994"
"01.05.2017 17:00 - 01.05.2017 17:15","53179","55600"
"01.05.2017 17:15 - 01.05.2017 17:30","52909","55989"
"01.05.2017 17:30 - 01.05.2017 17:45","53438","56429"
"01.05.2017 17:45 - 01.05.2017 18:00","54420","57311"
"01.05.2017 18:00 - 01.05.2017 18:15","55065","57746"
"01.05.2017 18:15 - 01.05.2017 18:30","54475","58013"
"01.05.2017 18:30 - 01.05.2017 18:45","55612","58313"
"01.05.2017 18:45 - 01.05.2017 19:00","55418","58284"
"01.05.2017 19:00 - 01.05.2017 19:15","55324","58293"
"01.05.2017 19:15 - 01.05.2017 19:30","55773","58331"
"01.05.2017 19:30 - 01.05.2017 19:45","55714","58219"
"01.05.2017 19:45 - 01.05.2017 20:00","55479","58059"
"01.05.2017 20:00 - 01.05.2017 20:15","56074","58384"
"01.05.2017 20:15 - 01.05.2017 20:30","55413","57931"
"01.05.2017 20:30 - 01.05.2017 20:45","55555","57609"
"01.05.2017 20:45 - 01.05.2017 21:00","55568","57738"
"01.05.2017 21:00 - 01.05.2017 21:15","55754","58097"
"01.05.2017 21:15 - 01.05.2017 21:30","55756","57841"
"01.05.2017 21:30 - 01.05.2017 21:45","56073","57298"
"01.05.2017 21:45 - 01.05.2017 22:00","54907","57395"
"01.05.2017 22:00 - 01.05.2017 22:15","54969","57945"
"01.05.2017 22:15 - 01.05.2017 22:30","54722","57423"
"01.05.2017 22:30 - 01.05.2017 22:45","53727","56434"
"01.05.2017 22:45 - 01.05.2017 23:00","52883","55534"
"01.05.2017 23:00 - 01.05.2017 23:15","52364","54382"
"01.05.2017 23:15 - 01.05.2017 23:30","50993","53480"
"01.05.2017 23:30 - 01.05.2017 23:45","50705","52583"
"01.05.2017 23:45 - 02.05.2017 00:00","49665","51489"
"02.05.2017 00:00 - 02.05.2017 00:15","46115","50897"
"02.05.2017 00:15 - 02.05.2017 00:30","47102","50064"
"02.05.2017 00:30 - 02.05.2017 00:45","46766","49299"
"02.05.2017 00:45 - 02.05.2017 01:00","46511","48628"
"02.05.2017 01:00 - 02.05.2017 01:15","45585","48036"
"02.05.2017 01:15 - 02.05.2017 01:30","45229","47757"
"02.05.2017 01:30 - 02.05.2017 01:45","44897","47697"
"02.05.2017 01:45 - 02.05.2017 02:00","44900","47326"
"02.05.2017 02:00 - 02.05.2017 02:15","44714","47084"
"02.05.2017 02:15 - 02.05.2017 02:30","44380","47109"
"02.05.2017 02:30 - 02.05.2017 02:45","44521","47041"
"02.05.2017 02:45 - 02.05.2017 03:00","44478","47038"
"02.05.2017 03:00 - 02.05.2017 03:15","44731","47211"
"02.05.2017 03:15 - 02.05.2017 03:30","44822","47382"
"02.05.2017 03:30 - 02.05.2017 03:45","45029","47514"
"02.05.2017 03:45 - 02.05.2017 04:00","45579","47791"
"02.05.2017 04:00 - 02.05.2017 04:15","46128","48498"
"02.05.2017 04:15 - 02.05.2017 04:30","46629","48982"
"02.05.2017 04:30 - 02.05.2017 04:45","47242","49869"
"02.05.2017 04:45 - 02.05.2017 05:00","47883","50837"
"02.05.2017 05:00 - 02.05.2017 05:15","50004","53100"
"02.05.2017 05:15 - 02.05.2017 05:30","50815","54343"
"02.05.2017 05:30 - 02.05.2017 05:45","52492","56059"
"02.05.2017 05:45 - 02.05.2017 06:00","54091","57967"
"02.05.2017 06:00 - 02.05.2017 06:15","58184","61836"
"02.05.2017 06:15 - 02.05.2017 06:30","59910","64677"
"02.05.2017 06:30 - 02.05.2017 06:45","62553","66973"
"02.05.2017 06:45 - 02.05.2017 07:00","64091","68848"
"02.05.2017 07:00 - 02.05.2017 07:15","66342","71240"
"02.05.2017 07:15 - 02.05.2017 07:30","67745","72611"
"02.05.2017 07:30 - 02.05.2017 07:45","68636","73851"
"02.05.2017 07:45 - 02.05.2017 08:00","69891","74945"
"02.05.2017 08:00 - 02.05.2017 08:15","71566","76338"
"02.05.2017 08:15 - 02.05.2017 08:30","71827","77126"
"02.05.2017 08:30 - 02.05.2017 08:45","72405","77702"
"02.05.2017 08:45 - 02.05.2017 09:00","72643","77792"
"02.05.2017 09:00 - 02.05.2017 09:15","72692","77576"
"02.05.2017 09:15 - 02.05.2017 09:30","73163","77965"
"02.05.2017 09:30 - 02.05.2017 09:45","74018","78472"
"02.05.2017 09:45 - 02.05.2017 10:00","74242","78824"
"02.05.2017 10:00 - 02.05.2017 10:15","74420","79067"
"02.05.2017 10:15 - 02.05.2017 10:30","74877","79493"
"02.05.2017 10:30 - 02.05.2017 10:45","75423","79747"
"02.05.2017 10:45 - 02.05.2017 11:00","75676","80102"
"02.05.2017 11:00 - 02.05.2017 11:15","76030","80249"
"02.05.2017 11:15 - 02.05.2017 11:30","76402","80485"
"02.05.2017 11:30 - 02.05.2017 11:45","76800","80706"
"02.05.2017 11:45 - 02.05.2017 12:00","76977","80567"
"02.05.2017 12:00 - 02.05.2017 12:15","76320","79995"
"02.05.2017 12:15 - 02.05.2017 12:30","76039","79810"
"02.05.2017 12:30 - 02.05.2017 12:45","76223","79826"
"02.05.2017 12:45 - 02.05.2017 13:00","76131","79649"
"02.05.2017 13:00 - 02.05.2017 13:15","75623","80045"
"02.05.2017 13:15 - 02.05.2017 13:30","75649","80023"
"02.05.2017 13:30 - 02.05.2017 13:45","75477","79645"
"02.05.2017 13:45 - 02.05.2017 14:00","74732","79073"
"02.05.2017 14:00 - 02.05.2017 14:15","74243","78385"
"02.05.2017 14:15 - 02.05.2017 14:30","73860","78286"
"02.05.2017 14:30 - 02.05.2017 14:45","74159","78192"
"02.05.2017 14:45 - 02.05.2017 15:00","73672","77570"
"02.05.2017 15:00 - 02.05.2017 15:15","73868","77611"
"02.05.2017 15:15 - 02.05.2017 15:30","72615","77186"
"02.05.2017 15:30 - 02.05.2017 15:45","72215","76618"
"02.05.2017 15:45 - 02.05.2017 16:00","71849","76193"
"02.05.2017 16:00 - 02.05.2017 16:15","71419","75725"
"02.05.2017 16:15 - 02.05.2017 16:30","71455","75339"
"02.05.2017 16:30 - 02.05.2017 16:45","71475","75280"
"02.05.2017 16:45 - 02.05.2017 17:00","69951","74949"
"02.05.2017 17:00 - 02.05.2017 17:15","70044","74556"
"02.05.2017 17:15 - 02.05.2017 17:30","69739","74698"
"02.05.2017 17:30 - 02.05.2017 17:45","69866","74886"
"02.05.2017 17:45 - 02.05.2017 18:00","69462","74785"
"02.05.2017 18:00 - 02.05.2017 18:15","69108","74544"
"02.05.2017 18:15 - 02.05.2017 18:30","68647","74087"
"02.05.2017 18:30 - 02.05.2017 18:45","68956","74279"
"02.05.2017 18:45 - 02.05.2017 19:00","69036","74081"
"02.05.2017 19:00 - 02.05.2017 19:15","68625","74052"
"02.05.2017 19:15 - 02.05.2017 19:30","68296","73763"
"02.05.2017 19:30 - 02.05.2017 19:45","67828","73366"
"02.05.2017 19:45 - 02.05.2017 20:00","67713","73129"
"02.05.2017 20:00 - 02.05.2017 20:15","67290","72834"
"02.05.2017 20:15 - 02.05.2017 20:30","66356","72074"
"02.05.2017 20:30 - 02.05.2017 20:45","66014","71837"
"02.05.2017 20:45 - 02.05.2017 21:00","65442","71566"
"02.05.2017 21:00 - 02.05.2017 21:15","64069","71510"
"02.05.2017 21:15 - 02.05.2017 21:30","63574","71087"
"02.05.2017 21:30 - 02.05.2017 21:45","63087","70054"
"02.05.2017 21:45 - 02.05.2017 22:00","61661","68776"
"02.05.2017 22:00 - 02.05.2017 22:15","60871","68435"
"02.05.2017 22:15 - 02.05.2017 22:30","60112","67328"
"02.05.2017 22:30 - 02.05.2017 22:45","58468","65796"
"02.05.2017 22:45 - 02.05.2017 23:00","57208","64304"
"02.05.2017 23:00 - 02.05.2017 23:15","55241","62936"
"02.05.2017 23:15 - 02.05.2017 23:30","54172","61629"
"02.05.2017 23:30 - 02.05.2017 23:45","53212","60455"
"02.05.2017 23:45 - 03.05.2017 00:00","52491","59290"
"03.05.2017 00:00 - 03.05.2017 00:15","53239","58293"
"03.05.2017 00:15 - 03.05.2017 00:30","51958","57094"
"03.05.2017 00:30 - 03.05.2017 00:45","51439","56444"
"03.05.2017 00:45 - 03.05.2017 01:00","50769","55807"
"03.05.2017 01:00 - 03.05.2017 01:15","49864","55224"
"03.05.2017 01:15 - 03.05.2017 01:30","49542","54887"
"03.05.2017 01:30 - 03.05.2017 01:45","49231","54452"
"03.05.2017 01:45 - 03.05.2017 02:00","48822","54004"
"03.05.2017 02:00 - 03.05.2017 02:15","48500","53655"
"03.05.2017 02:15 - 03.05.2017 02:30","48371","53486"
"03.05.2017 02:30 - 03.05.2017 02:45","48374","53396"
"03.05.2017 02:45 - 03.05.2017 03:00","48523","53544"
"03.05.2017 03:00 - 03.05.2017 03:15","48635","53860"
"03.05.2017 03:15 - 03.05.2017 03:30","48726","53830"
"03.05.2017 03:30 - 03.05.2017 03:45","48871","53980"
"03.05.2017 03:45 - 03.05.2017 04:00","49031","53991"
"03.05.2017 04:00 - 03.05.2017 04:15","49712","54943"
"03.05.2017 04:15 - 03.05.2017 04:30","50315","55465"
"03.05.2017 04:30 - 03.05.2017 04:45","50833","55904"
"03.05.2017 04:45 - 03.05.2017 05:00","51308","56710"
"03.05.2017 05:00 - 03.05.2017 05:15","53072","58101"
"03.05.2017 05:15 - 03.05.2017 05:30","53701","58850"
"03.05.2017 05:30 - 03.05.2017 05:45","54878","60194"
"03.05.2017 05:45 - 03.05.2017 06:00","56277","61930"
"03.05.2017 06:00 - 03.05.2017 06:15","59269","64802"
"03.05.2017 06:15 - 03.05.2017 06:30","61155","66886"
"03.05.2017 06:30 - 03.05.2017 06:45","63272","68739"
"03.05.2017 06:45 - 03.05.2017 07:00","64684","70229"
"03.05.2017 07:00 - 03.05.2017 07:15","67198","72051"
"03.05.2017 07:15 - 03.05.2017 07:30","69604","73173"
"03.05.2017 07:30 - 03.05.2017 07:45","70916","74277"
"03.05.2017 07:45 - 03.05.2017 08:00","71866","75217"
"03.05.2017 08:00 - 03.05.2017 08:15","73313","76112"
"03.05.2017 08:15 - 03.05.2017 08:30","73750","76778"
"03.05.2017 08:30 - 03.05.2017 08:45","74094","77303"
"03.05.2017 08:45 - 03.05.2017 09:00","74259","77536"
"03.05.2017 09:00 - 03.05.2017 09:15","74300","76893"
"03.05.2017 09:15 - 03.05.2017 09:30","74609","77184"
